año,mes,provincia,tipo_insumo,ingrediente_activo,concent,contenido,unidad_de_medida,promedio_de_precio
2024,ago,LOS RIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,ago,LOS RIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,8.299999999999999
2024,ago,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.816666666666666
2024,ago,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.9
2024,ago,LOS RIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.19
2024,ago,LOS RIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.200000000000001
2024,ago,LOS RIOS,HERBICIDAS,PROPANIL,48%,1,Litro,8.0
2024,ago,LOS RIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.090909090909092
2024,ago,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.5
2024,ago,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.0
2024,ago,MANABÍ,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.91
2024,ago,MANABÍ,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.333333333333332
2024,ago,MANABÍ,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.15
2024,ago,MANABÍ,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.8
2024,ago,MANABÍ,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,ago,MANABÍ,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.875
2024,ago,MANABÍ,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.333333333333333
2024,ago,MANABÍ,HERBICIDAS,ATRAZINA,90%,900,gramos,8.65
2024,ago,MANABÍ,HERBICIDAS,ATRAZINA,90%,900,gramos,9.0
2024,ago,MANABÍ,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.9
2024,ago,MANABÍ,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.375
2024,ago,MANABÍ,HERBICIDAS,PARAQUAT,20%,1,Litro,4.625
2024,ago,MANABÍ,HERBICIDAS,PARAQUAT,20%,1,Litro,6.175
2024,ago,MANABÍ,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.2
2024,ago,MANABÍ,HERBICIDAS,PROPANIL,48%,1,Litro,8.0
2024,ago,MANABÍ,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.95
2024,ago,MANABÍ,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.0
2024,ago,MANABÍ,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.5
2024,ago,MANABÍ,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.0
2024,ago,MORONA SANTIAGO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.57
2024,ago,MORONA SANTIAGO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.805
2024,ago,MORONA SANTIAGO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,38.833333333333336
2024,ago,MORONA SANTIAGO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,ago,MORONA SANTIAGO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.833333333333333
2024,ago,MORONA SANTIAGO,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.875
2024,ago,MORONA SANTIAGO,HERBICIDAS,PARAQUAT,20%,1,Litro,8.5
2024,ago,MORONA SANTIAGO,HERBICIDAS,PARAQUAT,20%,1,Litro,4.75
2024,ago,MORONA SANTIAGO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.833333333333334
2024,ago,MORONA SANTIAGO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.8
2024,ago,MORONA SANTIAGO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.0
2024,ago,NAPO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.05
2024,ago,NAPO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.634000000000004
2024,ago,NAPO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.25
2024,ago,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,ago,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5
2024,ago,NAPO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.55
2024,ago,NAPO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0
2024,ago,NAPO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.25
2024,ago,NAPO,HERBICIDAS,ATRAZINA,90%,900,gramos,10.1
2024,ago,NAPO,HERBICIDAS,ATRAZINA,90%,900,gramos,10.5
2024,ago,NAPO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.345454545454545
2024,ago,NAPO,HERBICIDAS,PARAQUAT,20%,1,Litro,6.0600000000000005
2024,ago,NAPO,HERBICIDAS,PARAQUAT,20%,1,Litro,6.74
2024,ago,NAPO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.2
2024,ago,NAPO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.166666666666666
2024,ago,NAPO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.5
2024,ago,NAPO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.5
2024,ago,ORELLANA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.550000000000004
2024,ago,ORELLANA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.5625
2024,ago,ORELLANA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.083333333333336
2024,ago,ORELLANA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.200000000000001
2024,ago,ORELLANA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.5875
2024,ago,ORELLANA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.8125
2024,ago,ORELLANA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.344444444444445
2024,ago,ORELLANA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.8
2024,ago,ORELLANA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.583333333333334
2024,ago,ORELLANA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.308333333333334
2024,ago,ORELLANA,HERBICIDAS,PARAQUAT,20%,1,Litro,5.076923076923077
2024,ago,ORELLANA,HERBICIDAS,PARAQUAT,20%,1,Litro,5.066666666666666
2024,ago,ORELLANA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.149999999999999
2024,ago,ORELLANA,HERBICIDAS,PROPANIL,48%,1,Litro,7.366666666666667
2024,ago,ORELLANA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,12.0
2024,ago,ORELLANA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.120000000000001
2024,ago,ORELLANA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.85
2024,ago,ORELLANA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.2
2024,ago,PASTAZA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,49.10999999999999
2024,ago,PASTAZA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.665
2024,ago,PASTAZA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,42.666666666666664
2024,ago,PASTAZA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,ago,PASTAZA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.96
2024,ago,PASTAZA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.7
2024,ago,PASTAZA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,ago,PASTAZA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.2
2024,ago,PASTAZA,HERBICIDAS,GLIFOSATO,48%,1,Litro,8.0
2024,ago,PASTAZA,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2024,ago,PASTAZA,HERBICIDAS,PARAQUAT,20%,1,Litro,6.6
2024,ago,PASTAZA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.466666666666667
2024,ago,PASTAZA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.0
2024,ago,PICHINCHA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.904999999999994
2024,ago,PICHINCHA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.670555555555552
2024,ago,PICHINCHA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.37736842105263
2024,ago,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.779999999999999
2024,ago,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.25
2024,ago,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.589999999999996
2024,ago,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.891666666666666
2024,ago,PICHINCHA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.55333333333333
2024,ago,PICHINCHA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.79
2024,ago,PICHINCHA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.334705882352941
2024,ago,PICHINCHA,HERBICIDAS,PARAQUAT,20%,1,Litro,5.175
2024,ago,PICHINCHA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.814
2024,ago,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.763333333333334
2024,ago,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.5
2024,ago,SANTA ELENA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.1
2024,ago,SANTA ELENA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.57
2024,ago,SANTA ELENA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.5
2024,ago,SANTA ELENA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,ago,SANTA ELENA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,ago,SANTA ELENA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,31.8
2024,ago,SANTA ELENA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.6
2024,ago,SANTA ELENA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,ago,SANTA ELENA,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.9
2024,ago,SANTA ELENA,HERBICIDAS,PARAQUAT,20%,1,Litro,5.619999999999999
2024,ago,SANTA ELENA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.875
2024,ago,SANTA ELENA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.45
2024,ago,SANTA ELENA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.0
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.0
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,31.666666666666668
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.5
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.4
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.65
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.99
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,31.5
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.1
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.0
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,ATRAZINA,90%,900,gramos,10.016666666666667
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.783333333333333
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,7.5
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,4.95
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,6.5
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PROPANIL,48%,1,Litro,6.1
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.5
2024,ago,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.916666666666666
2024,ago,SUCUMBIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.45
2024,ago,SUCUMBIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.535
2024,ago,SUCUMBIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.5
2024,ago,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,ago,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.3
2024,ago,SUCUMBIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,ago,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.5
2024,ago,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.3
2024,ago,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,10.850000000000001
2024,ago,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,ago,SUCUMBIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.9
2024,ago,SUCUMBIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.2
2024,ago,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,7.2
2024,ago,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.8999999999999995
2024,ago,SUCUMBIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.2
2024,ago,SUCUMBIOS,HERBICIDAS,PROPANIL,48%,1,Litro,9.775
2024,ago,SUCUMBIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,7.9
2024,ago,SUCUMBIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.25
2024,ago,TUNGURAHUA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,40.333333333333336
2024,ago,TUNGURAHUA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.666666666666668
2024,ago,TUNGURAHUA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.0
2024,ago,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.375
2024,ago,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5
2024,ago,TUNGURAHUA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,31.0
2024,ago,TUNGURAHUA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.5
2024,ago,TUNGURAHUA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.0
2024,ago,TUNGURAHUA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.25
2024,ago,TUNGURAHUA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.5
2024,ago,TUNGURAHUA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.0
2024,ago,TUNGURAHUA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,15.0
2024,ago,ZAMORA CHINCHIPE,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,47.0
2024,ago,ZAMORA CHINCHIPE,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.0
2024,ago,ZAMORA CHINCHIPE,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.333333333333336
2024,ago,ZAMORA CHINCHIPE,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.75
2024,ago,ZAMORA CHINCHIPE,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.5
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.183333333333334
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,ATRAZINA,90%,900,gramos,8.75
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.0
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,7.383333333333333
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,PARAQUAT,20%,1,Litro,7.066666666666666
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,PARAQUAT,20%,1,Litro,4.9
2024,ago,ZAMORA CHINCHIPE,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.75
2024,ago,ZAMORA CHINCHIPE,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.936
2024,ago,ZAMORA CHINCHIPE,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.58
2024,sep,AZUAY,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.0
2024,sep,AZUAY,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.025
2024,sep,AZUAY,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.5375
2024,sep,AZUAY,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.34
2024,sep,AZUAY,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.933333333333332
2024,sep,AZUAY,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,sep,AZUAY,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,31.8
2024,sep,AZUAY,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.75
2024,sep,AZUAY,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.5
2024,sep,AZUAY,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.471428571428571
2024,sep,AZUAY,HERBICIDAS,PARAQUAT,20%,1,Litro,6.466666666666666
2024,sep,AZUAY,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,7.9
2024,sep,AZUAY,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.25
2024,sep,AZUAY,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.0
2024,sep,BOLIVAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.5
2024,sep,BOLIVAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.22
2024,sep,BOLIVAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.5
2024,sep,BOLIVAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,BOLIVAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.7
2024,sep,BOLIVAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.453333333333333
2024,sep,BOLIVAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.866666666666667
2024,sep,BOLIVAR,HERBICIDAS,ATRAZINA,90%,900,gramos,7.5
2024,sep,BOLIVAR,HERBICIDAS,ATRAZINA,90%,900,gramos,8.4
2024,sep,BOLIVAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.05
2024,sep,BOLIVAR,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.2
2024,sep,BOLIVAR,HERBICIDAS,PROPANIL,48%,1,Litro,8.0
2024,sep,BOLIVAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.0
2024,sep,BOLIVAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.5
2024,sep,CAÑAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.9875
2024,sep,CAÑAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.0525
2024,sep,CAÑAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.725
2024,sep,CAÑAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.52
2024,sep,CAÑAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5
2024,sep,CAÑAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.306666666666667
2024,sep,CAÑAR,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.9
2024,sep,CAÑAR,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,26.85
2024,sep,CAÑAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.645
2024,sep,CAÑAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,7.75
2024,sep,CAÑAR,HERBICIDAS,ATRAZINA,90%,900,gramos,8.52
2024,sep,CAÑAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.5200000000000005
2024,sep,CAÑAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,7.0
2024,sep,CAÑAR,HERBICIDAS,PARAQUAT,20%,1,Litro,5.26
2024,sep,CAÑAR,HERBICIDAS,PARAQUAT,20%,1,Litro,5.475
2024,sep,CAÑAR,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.616666666666667
2024,sep,CAÑAR,HERBICIDAS,PROPANIL,48%,1,Litro,8.0
2024,sep,CAÑAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.850000000000001
2024,sep,CAÑAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.566666666666668
2024,sep,CARCHI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,47.8375
2024,sep,CARCHI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,44.14
2024,sep,CARCHI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,36.4375
2024,sep,CARCHI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.25
2024,sep,CARCHI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.02727272727273
2024,sep,CARCHI,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.65
2024,sep,CARCHI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.105
2024,sep,CARCHI,HERBICIDAS,ATRAZINA,90%,900,gramos,8.85
2024,sep,CARCHI,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.714285714285714
2024,sep,CARCHI,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.279999999999999
2024,sep,CARCHI,HERBICIDAS,PARAQUAT,20%,1,Litro,7.13
2024,sep,CARCHI,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.488888888888887
2024,sep,CARCHI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.691666666666665
2024,sep,CHIMBORAZO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.057
2024,sep,CHIMBORAZO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.634444444444448
2024,sep,CHIMBORAZO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.33
2024,sep,CHIMBORAZO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.825
2024,sep,CHIMBORAZO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.976666666666667
2024,sep,CHIMBORAZO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.010909090909092
2024,sep,CHIMBORAZO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.875
2024,sep,CHIMBORAZO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.98
2024,sep,CHIMBORAZO,HERBICIDAS,ATRAZINA,90%,900,gramos,8.8
2024,sep,CHIMBORAZO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.7
2024,sep,CHIMBORAZO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.199999999999999
2024,sep,CHIMBORAZO,HERBICIDAS,PARAQUAT,20%,1,Litro,7.5
2024,sep,CHIMBORAZO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,12.475
2024,sep,CHIMBORAZO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.166666666666666
2024,sep,CHIMBORAZO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.75
2024,sep,COTOPAXI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.28666666666667
2024,sep,COTOPAXI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.298333333333332
2024,sep,COTOPAXI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.166666666666668
2024,sep,COTOPAXI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.7
2024,sep,COTOPAXI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,COTOPAXI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.927777777777778
2024,sep,COTOPAXI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.8875
2024,sep,COTOPAXI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.795000000000002
2024,sep,COTOPAXI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.45
2024,sep,COTOPAXI,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,sep,COTOPAXI,HERBICIDAS,ATRAZINA,90%,900,gramos,10.095
2024,sep,COTOPAXI,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.9
2024,sep,COTOPAXI,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.720000000000001
2024,sep,COTOPAXI,HERBICIDAS,PARAQUAT,20%,1,Litro,6.5
2024,sep,COTOPAXI,HERBICIDAS,PARAQUAT,20%,1,Litro,5.55
2024,sep,COTOPAXI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.408333333333333
2024,sep,EL ORO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.09
2024,sep,EL ORO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.331666666666663
2024,sep,EL ORO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.61111111111111
2024,sep,EL ORO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.640000000000001
