año,mes,provincia,tipo_insumo,ingrediente_activo,concent,contenido,unidad_de_medida,promedio_de_precio
2013,feb,GUAYAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.0
2013,feb,GUAYAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.5
2013,feb,GUAYAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0
2013,feb,GUAYAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.65
2013,feb,GUAYAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.85
2013,feb,GUAYAS,HERBICIDAS,PROPANIL,48%,1,Litro,7.5
2013,feb,GUAYAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.75
2013,feb,GUAYAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.0
2013,feb,IMBABURA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.44444444444445
2013,feb,IMBABURA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.87777777777777
2013,feb,IMBABURA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,33.80625
2013,feb,IMBABURA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.074999999999999
2013,feb,IMBABURA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.549999999999999
2013,feb,IMBABURA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.45
2013,feb,IMBABURA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.111111111111111
2013,feb,IMBABURA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.667142857142858
2013,feb,IMBABURA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.0
2013,feb,IMBABURA,HERBICIDAS,PARAQUAT,20%,1,Litro,4.8500000000000005
2013,feb,IMBABURA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,7.6
2013,feb,IMBABURA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,9.975
2013,feb,LOJA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,39.43571428571429
2013,feb,LOJA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,35.125
2013,feb,LOJA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,34.028571428571425
2013,feb,LOJA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.7
2013,feb,LOJA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.350000000000001
2013,feb,LOJA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.2
2013,feb,LOJA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.241666666666666
2013,feb,LOJA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.2
2013,feb,LOJA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.183333333333332
2013,feb,LOJA,HERBICIDAS,PROPANIL,48%,1,Litro,6.0
2013,feb,LOJA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.549999999999999
2013,feb,LOJA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.169999999999998
2013,feb,LOS RIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.0
2013,feb,LOS RIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.0
2013,feb,LOS RIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.0
2013,feb,LOS RIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.0
2013,feb,LOS RIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.6875
2013,feb,LOS RIOS,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,8.5
2013,feb,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.25
2013,feb,LOS RIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.25
2013,feb,LOS RIOS,HERBICIDAS,PROPANIL,48%,1,Litro,9.25
2013,feb,LOS RIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.083333333333334
2013,feb,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.0
2013,feb,MORONA SANTIAGO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,38.75
2013,feb,MORONA SANTIAGO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.8
2013,feb,MORONA SANTIAGO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.7
2013,feb,MORONA SANTIAGO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2013,feb,MORONA SANTIAGO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.675000000000001
2013,feb,MORONA SANTIAGO,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,8.0
2013,feb,MORONA SANTIAGO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.1
2013,feb,MORONA SANTIAGO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.15
2013,feb,MORONA SANTIAGO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.8
2013,feb,NAPO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,47.34
2013,feb,NAPO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,37.225
2013,feb,NAPO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,38.95
2013,feb,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.8
2013,feb,NAPO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.5025
2013,feb,NAPO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.103333333333333
2013,feb,PICHINCHA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.395
2013,feb,PICHINCHA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,35.14750000000001
2013,feb,PICHINCHA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,33.370000000000005
2013,feb,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.264
2013,feb,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.797999999999998
2013,feb,PICHINCHA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2013,feb,PICHINCHA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.01
2013,feb,PICHINCHA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.362500000000001
2013,feb,PICHINCHA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.53
2013,feb,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.366666666666665
2013,feb,SANTA ELENA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.083333333333336
2013,feb,SANTA ELENA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,36.175
2013,feb,SANTA ELENA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,34.1625
2013,feb,SANTA ELENA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.14
2013,feb,SANTA ELENA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.765
2013,feb,SANTA ELENA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.6375
2013,feb,SANTA ELENA,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,8.875
2013,feb,SANTA ELENA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.7325
2013,feb,SANTA ELENA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.463333333333334
2013,feb,SANTA ELENA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.54
2013,feb,SANTA ELENA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.01
2013,feb,SANTA ELENA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.1425
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.5
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,35.0
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,36.5
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.366666666666667
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.1
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.678571428571429
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.321428571428571
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.721428571428571
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,6.5
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.4
2013,feb,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.414285714285715
2013,feb,SUCUMBIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,47.0
2013,feb,SUCUMBIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,35.0
2013,feb,SUCUMBIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,34.53333333333333
2013,feb,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.633333333333333
2013,feb,SUCUMBIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.1
2013,feb,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.8
2013,feb,SUCUMBIOS,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,6.3
2013,feb,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,10.120000000000001
2013,feb,SUCUMBIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.95
2013,feb,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,6.45
2013,feb,SUCUMBIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.15
2013,feb,SUCUMBIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.479999999999999
2013,feb,SUCUMBIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.983333333333334
2013,feb,TUNGURAHUA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.5
2013,feb,TUNGURAHUA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.15
2013,feb,TUNGURAHUA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.9
2013,feb,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.45
2013,feb,TUNGURAHUA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.5
2013,feb,TUNGURAHUA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.5
2013,feb,TUNGURAHUA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.5
2013,feb,TUNGURAHUA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.0
2013,feb,ZAMORA CHINCHIPE,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,38.5
2013,feb,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.7625
2013,feb,ZAMORA CHINCHIPE,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,6.5
2013,feb,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.854
2013,feb,ZAMORA CHINCHIPE,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,9.0
2013,mar,AZUAY,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.0
2013,mar,AZUAY,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.016666666666666
2013,mar,AZUAY,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,33.734
2013,mar,AZUAY,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.206666666666667
2013,mar,AZUAY,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.85
2013,mar,AZUAY,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.883333333333333
2013,mar,AZUAY,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.0375
2013,mar,AZUAY,HERBICIDAS,PARAQUAT,20%,1,Litro,7.35
2013,mar,AZUAY,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.7
2013,mar,BOLIVAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.90909090909091
2013,mar,BOLIVAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.68181818181818
2013,mar,BOLIVAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.81818181818182
2013,mar,BOLIVAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.97
2013,mar,BOLIVAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.450000000000001
2013,mar,BOLIVAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.116666666666667
2013,mar,BOLIVAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.3
2013,mar,BOLIVAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.65
2013,mar,BOLIVAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.333333333333334
2013,mar,CAÑAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,46.0
2013,mar,CAÑAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.3
2013,mar,CAÑAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.86
2013,mar,CAÑAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.35
2013,mar,CAÑAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.1
2013,mar,CAÑAR,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2013,mar,CAÑAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.95
2013,mar,CAÑAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.975
2013,mar,CAÑAR,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.15
2013,mar,CAÑAR,HERBICIDAS,PROPANIL,48%,1,Litro,7.6
2013,mar,CAÑAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.2
2013,mar,CAÑAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.2
2013,mar,CARCHI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.0
2013,mar,CARCHI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,37.32142857142857
2013,mar,CARCHI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,36.25
2013,mar,CARCHI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.519230769230769
2013,mar,CARCHI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.184999999999999
2013,mar,CARCHI,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.2
2013,mar,CARCHI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0
2013,mar,CARCHI,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,9.0
2013,mar,CARCHI,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.33
2013,mar,CARCHI,HERBICIDAS,PROPANIL,48%,1,Litro,8.5
2013,mar,CARCHI,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,7.9624999999999995
2013,mar,CARCHI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.5375
2013,mar,CHIMBORAZO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.4
2013,mar,CHIMBORAZO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.05833333333333
2013,mar,CHIMBORAZO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,33.39
2013,mar,CHIMBORAZO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.678888888888889
2013,mar,CHIMBORAZO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.845454545454545
2013,mar,CHIMBORAZO,HERBICIDAS,PROPANIL,48%,1,Litro,7.2
2013,mar,CHIMBORAZO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.917499999999999
2013,mar,CHIMBORAZO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.25
2013,mar,COTOPAXI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.75
2013,mar,COTOPAXI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.25
2013,mar,COTOPAXI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,34.7125
2013,mar,COTOPAXI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.4375
2013,mar,COTOPAXI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.525
2013,mar,COTOPAXI,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.446666666666666
2013,mar,COTOPAXI,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.24
2013,mar,COTOPAXI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.9
2013,mar,EL ORO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.4
2013,mar,EL ORO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.053333333333335
2013,mar,EL ORO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.417142857142856
2013,mar,EL ORO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.6
2013,mar,EL ORO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.300000000000002
2013,mar,EL ORO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2013,mar,EL ORO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.383333333333334
2013,mar,EL ORO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.3
2013,mar,EL ORO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.855555555555555
2013,mar,EL ORO,HERBICIDAS,PARAQUAT,20%,1,Litro,7.133333333333333
2013,mar,EL ORO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.58
2013,mar,EL ORO,HERBICIDAS,PROPANIL,48%,1,Litro,8.0
2013,mar,EL ORO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.766666666666666
2013,mar,EL ORO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.89
2013,mar,ESMERALDAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.1
2013,mar,ESMERALDAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.55
2013,mar,ESMERALDAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.67
2013,mar,ESMERALDAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.4
2013,mar,ESMERALDAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.233333333333334
2013,mar,ESMERALDAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2013,mar,ESMERALDAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.25
2013,mar,ESMERALDAS,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,9.75
2013,mar,ESMERALDAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.89
2013,mar,ESMERALDAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.15
2013,mar,ESMERALDAS,HERBICIDAS,PROPANIL,48%,1,Litro,7.6
2013,mar,ESMERALDAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.8625
2013,mar,ESMERALDAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.733333333333334
2013,mar,GUAYAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,42.55
2013,mar,GUAYAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,35.0
2013,mar,GUAYAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.25
2013,mar,GUAYAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.6
2013,mar,GUAYAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.4
2013,mar,GUAYAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2013,mar,GUAYAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.4
2013,mar,GUAYAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.5
2013,mar,GUAYAS,HERBICIDAS,PARAQUAT,20%,1,Litro,6.85
2013,mar,GUAYAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,7.15
2013,mar,GUAYAS,HERBICIDAS,PROPANIL,48%,1,Litro,7.6
2013,mar,GUAYAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.7
2013,mar,GUAYAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.2
2013,mar,IMBABURA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,46.2375
2013,mar,IMBABURA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.922222222222224
2013,mar,IMBABURA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,34.13125
2013,mar,IMBABURA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.9433333333333325
2013,mar,IMBABURA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.0
2013,mar,IMBABURA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,22.9375
2013,mar,IMBABURA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.174999999999999
2013,mar,IMBABURA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.88
2013,mar,IMBABURA,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.975
2013,mar,IMBABURA,HERBICIDAS,PARAQUAT,20%,1,Litro,5.2125
2013,mar,IMBABURA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,7.8
2013,mar,IMBABURA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.587499999999999
2013,mar,LOJA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,38.2
2013,mar,LOJA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,35.666666666666664
2013,mar,LOJA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,33.833333333333336
2013,mar,LOJA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.159999999999999
2013,mar,LOJA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.925
2013,mar,LOJA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.209999999999999
2013,mar,LOJA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.04
2013,mar,LOJA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.2
2013,mar,LOJA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.6625
2013,mar,LOJA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.925
2013,mar,LOS RIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,42.65
2013,mar,LOS RIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.85
2013,mar,LOS RIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.46
2013,mar,LOS RIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.533333333333334
2013,mar,LOS RIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.983333333333334
2013,mar,LOS RIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.15
2013,mar,LOS RIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.3
2013,mar,LOS RIOS,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,9.75
2013,mar,LOS RIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.75
2013,mar,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.1
2013,mar,LOS RIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.948333333333334
2013,mar,LOS RIOS,HERBICIDAS,PROPANIL,48%,1,Litro,8.125
2013,mar,LOS RIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.364285714285716
2013,mar,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.53125
2013,mar,MORONA SANTIAGO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,40.0
2013,mar,MORONA SANTIAGO,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.983333333333333
2013,mar,NAPO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,46.13333333333333
2013,mar,NAPO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.519999999999996
2013,mar,NAPO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,33.0
2013,mar,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.8
2013,mar,NAPO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.5025
2013,mar,NAPO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.065833333333335
2013,mar,NAPO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.2
2013,mar,PICHINCHA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.7875
2013,mar,PICHINCHA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.836666666666666
2013,mar,PICHINCHA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.75
2013,mar,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.264
2013,mar,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.896666666666667
2013,mar,PICHINCHA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2013,mar,PICHINCHA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.783333333333333
2013,mar,PICHINCHA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.590000000000001
2013,mar,PICHINCHA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.93
2013,mar,PICHINCHA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.433333333333334
2013,mar,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.399999999999999
2013,mar,SANTA ELENA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.1875
2013,mar,SANTA ELENA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.625
